,,,,,,,,,,,,,,,,,,,,,,
دیده بان بازار : 1404/09/19 - زمان آخرین معامله : 16:50:47,,,,,,,,,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,EPS,P/E,خرید - تعداد,خرید - حجم,خرید - قیمت,فروش - قیمت,فروش - حجم,فروش - تعداد
ضموج1115,اختيارخ موج-30000-14041126,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,10,4000,0,0,0
ضموج1116,اختيارخ موج-32000-14041126,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,1000,40,0,0,0
ضموج1117,اختيارخ موج-34000-14041126,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,100,0,0,0
ضپادا1011,اختيارخ پادا-120000-14041007,0,0,0,100000,0,100000,0,0,100000,0,0,0,0,,,1,10,101,0,0,0
ضپادا1014,اختيارخ پادا-150000-14041007,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,999,99,0,0,0
ضپادا1016,اختيارخ پادا-170000-14041007,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,999,99,0,0,0
ضپناه900,اختيارخ پناه-9500-14040923,0,0,0,5845,0,5845,0,0,5845,0,0,0,0,,,1,4,5001,7200,395,1
ضفزر1001,اختيارخ فزر-46000-14041007,8,93,4711244000,50231,50000,50700,469.00,0.93,50659,428.00,0.85,50000,50700,,,1,1,48000,73194,6,1
ضفزر1007,اختيارخ فزر-70000-14041007,5,5,141139000,29060,28500,28492,-568.00,-1.95,28228,-832.00,-2.86,27372,28500,,,1,1,24500,39000,1,1
ضفزر1014,اختيارخ فزر-110000-14041007,870,20519,18873798000,2083,1800,1998,-85.00,-4.08,920,"-1,163.00",-55.83,600,2000,,,1,1,1410,1998,330,1
ضفزر1216,اختيارخ فزر-75000-14041210,126,485,13982283000,32131,29000,29984,"-2,147.00",-6.68,28829,"-3,302.00",-10.28,28401,29984,,,1,1,29222,29984,13,1
ضفزر1221,اختيارخ فزر-100000-14041210,60,194,2404051000,13534,11500,13400,-134.00,-0.99,12392,"-1,142.00",-8.44,11001,13400,,,1,20,12109,13400,1,1
ضامين شهر1200,اختيارخ امين شهر-13632-041203,0,0,0,3600,0,3600,0,0,3600,0,0,0,0,,,1,40,501,4000,1,1
ضامين شهر1201,اختيارخ امين شهر-15132-041203,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,10,21,0,0,0
ضرويين903,اختيارخ رويين-9500-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضرويين905,اختيارخ رويين-11000-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,11,0,0,0
ضاطلس100004,اختيارخ اطلس-65000-14041021,0,0,0,15200,0,15200,0,0,15200,0,0,0,0,,,1,1,15400,0,0,0
ضاطلس100005,اختيارخ اطلس-70000-14041021,6,15,186326000,10568,11428,12480,"1,912.00",18.09,12422,"1,854.00",17.54,11428,12600,,,1,1,12458,0,0,0
ضاطلس100007,اختيارخ اطلس-80000-14041021,1,10,44290000,3296,4429,4429,"1,133.00",34.38,4429,"1,133.00",34.38,4429,4429,,,1,100,4200,4450,11,1
ضاطلس1012,اختيارخ اطلس-60000-14041007,1,5,106030000,19620,21206,21206,"1,586.00",8.08,21206,"1,586.00",8.08,21206,21206,,,1,100,1,0,0,0
ضاطلس1014,اختيارخ اطلس-70000-14041007,3,5,56129000,9804,10513,11701,"1,897.00",19.35,11226,"1,422.00",14.50,10513,11701,,,1,10,9000,0,0,0
ضاطلس1018,اختيارخ اطلس-90000-14041007,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,200,100,1
ضاطلس1019,اختيارخ اطلس-95000-14041007,1,2,2000,1,1,1,0,0,1,0,0,1,1,,,2,378,1,0,0,0
ضفصبا1133,اختيارخ فصبا-2000-14041105,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,900,1000,1
ضفصبا1134,اختيارخ فصبا-2200-14041105,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,11,700,1000,1
ضاساس1014,اختيارخ آساس-40000-14041029,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,51,0,0,0
ضاساس1021,اختيارخ آساس-60000-14041029,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضكاريس1002,اختيارخ كاريس-26000-14041015,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,33,33,0,0,0
ضطعام1000,اختيارخ طعام-7500-14041015,0,0,0,4399,0,4399,0,0,4399,0,0,0,0,,,1,10,1006,0,0,0
ضطعام1006,اختيارخ طعام-11000-14041015,14,361,719672000,2300,2121,2000,-300.00,-13.04,1994,-306.00,-13.30,1201,2121,,,1,30,1620,2000,6,1
ضوتعاون904,اختيارخ وتعاون-1700-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,33,33,0,0,0
ضوتعاون906,اختيارخ وتعاون-1900-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضوتعاون909,اختيارخ وتعاون-2400-14040930,0,0,0,40,0,40,0,0,40,0,0,0,0,,,1,100,1,0,0,0
ضوتعاون910,اختيارخ وتعاون-2600-14040930,0,0,0,2,0,2,0,0,2,0,0,0,0,,,0,0,0,2,1000,1
ضوتعاون1103,اختيارخ وتعاون-1600-14041126,0,0,0,494,0,494,0,0,494,0,0,0,0,,,1,11,77,525,100,1
ضوتعاون1104,اختيارخ وتعاون-1700-14041126,1,200,78000000,320,390,390,70.00,21.88,390,70.00,21.88,390,390,,,1,11,77,438,100,1
ضوتعاون1107,اختيارخ وتعاون-2000-14041126,0,0,0,3,0,3,0,0,3,0,0,0,0,,,1,33,33,210,500,1
ضوتعاون1110,اختيارخ وتعاون-2600-14041126,0,0,0,2,0,2,0,0,2,0,0,0,0,,,1,100,1,0,0,0
ضتيام1211,اختيارخ تيام-9500-14041224,0,0,0,6877,0,6877,0,0,6877,0,0,0,0,,,1,10,2000,8350,100,1
ضتيام1214,اختيارخ تيام-12000-14041224,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,10,21,0,0,0
ضتيام1215,اختيارخ تيام-13000-14041224,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,12,21,0,0,0
ضتيام1001,اختيارخ تيام-10000-14041029,1,100,688000000,6470,6880,6880,410.00,6.34,6880,410.00,6.34,6880,6880,,,1,100,1,0,0,0
ساحل,ص.ساحل سرمايه امن خليج فارس-د,286,37227834,8.81515E+11,23643,23678,23683,40.00,0.17,23679,36.00,0.15,23677,23683,,,2,156,23679,23683,3951095,2
ضهرم1258,اختيارخ اهرم-42000-1404/12/26,15,134,105921000,745,800,750,5.00,0.67,790,45.00,6.04,750,800,,,1,2,760,809,1,1
پاكشو,گروه صنعتي پاكشو,737,26056695,1.40972E+11,5560,5410,5410,-150.00,-2.70,5410,-150.00,-2.70,5400,5470,652,8.3,1,929,5410,5440,2000,2
طهرم1249,اختيارف اهرم-18000-1404/12/26,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,2,50,0,0,0
طتيام1216,اختيارف تيام-14000-14041224,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضوتعاون1109,اختيارخ وتعاون-2400-14041126,0,0,0,3,0,3,0,0,3,0,0,0,0,,,1,10,13,1000,20,1
دشيري,شيرين دارو,30,20590,4592455050,216600,223000,223050,"6,450.00",2.98,223050,"6,450.00",2.98,223000,223050,43979,5.07,1,1827,223050,242700,1,1
تهران402,مشاركت ش تهران402-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,3750,1000000,0,0,0
طمخا9010,اختيارف اخابر-600-1404/09/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طفلا1409,اختيارف فولاد-3000-1404/11/08,1,1,18000,35,18,18,-17.00,-48.57,18,-17.00,-48.57,18,18,,,1,4,22,0,0,0
طستا0138,اختيارف شستا-1500-1405/01/11,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,12,0,0,0
صگل59,صكوك اجاره كگل59-بدون ضامن,0,0,0,1014900,0,1014900,0,0,1014900,0,0,0,0,,,1,10000,1009825,1019923,5000,1
طكاريس1010,اختيارف كاريس-42000-14041015,1,35,32060000,1,916,916,915.00,"91,500.00",916,915.00,"91,500.00",916,916,,,1,100,1,0,0,0
صقرن512,صكوك مرابحه قرن512-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7500,1000000,0,0,0
طتوان1109,اختيارف توان-34000-14041126,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضذوب1009,اختيارخ ذوب-200-1404/10/17,13,2172,460076000,211,213,216,5.00,2.37,212,1.00,0.47,210,216,,,1,2,201,217,99,1
ضخود0153,اختيارخ خودرو-750-1405/01/11,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,99,14,0,0,0
صعبيد071,صكوك مرابحه دعبيد071-3ماهه23%,0,0,0,1012890,0,1012890,0,0,1012890,0,0,0,0,,,1,3000,1000000,1010000,3000,1
حبندر,دريايي و کشتيراني خط دريابندر,524,8133624,1.17015E+11,14250,14670,14060,-190.00,-1.33,14390,140.00,0.98,14000,14670,2157,6.67,2,111811,14050,14150,40000,2
طموج1113,اختيارف موج-26000-14041126,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
وتجارت,بانك تجارت,16361,3233859830,1.70101E+12,511,526,526,15.00,2.94,526,15.00,2.94,526,526,114,4.61,4429,1696346431,526,0,0,0
طموج1038,اختيارف موج-34000-14041021,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,12,121,0,0,0
طستا0132,اختيارف شستا-900-1405/01/11,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طجار1238,اختيارف وتجارت-700-1404/12/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طسپا0119,اختيارف خساپا-550-1405/01/26,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,444,4,0,0,0
صگل509,صكوك اجاره كگل509-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,25000,990100,0,0,0
ضمخا9004,اختيارخ اخابر-360-1404/09/19,1,8,1200000,165,150,150,-15.00,-9.09,150,-15.00,-9.09,150,150,,,1,200,130,0,0,0
فاخر2,صندوق س.ثروت افزون فاخر-د,2,11000000,11000000,19633,1,1,"-19,632.00",-99.99,1,"-19,632.00",-99.99,1,1,,,0,0,0,0,0,0
غگلستا,شير پاستوريزه پگاه گلستان,971,6581319,64273844930,9970,10000,9790,-180.00,-1.81,9770,-200.00,-2.01,9680,10000,1415,6.9,1,48642,9720,9790,27479,2
ضتيام1219,اختيارخ تيام-17000-14041224,0,0,0,1320,0,1320,0,0,1320,0,0,0,0,,,1,1,1325,2100,500,1
سپر4,صندوق س سپر سرمايه بيدار- ثابت,7,64964370,2.36705E+12,36409,36436,36436,27.00,0.07,36436,27.00,0.07,36436,36442,,,0,0,0,0,0,0
وكبهمن,مديريت سرمايه گذاري كوثربهمن,1060,5170330,10047430106,1939,1954,1960,21.00,1.08,1942,3.00,0.15,1924,1960,429,4.53,1,24868,1955,1961,448,1
گوهران,سرمايه گذاري توسعه گوهران اميد,204,5955963,21405689368,3505,3600,3580,75.00,2.14,3571,66.00,1.88,3555,3610,503,7.1,3,400974,3575,0,0,0
كاردان,صندوق س تجارت شاخصي كاردان,62,29976,4719208670,155250,156290,158640,"3,390.00",2.18,157430,"2,180.00",1.40,155790,158640,,,1,3000,156780,158600,800,1
شفن,پتروشيمي فناوران,492,12483727,68196428860,5330,5360,5480,150.00,2.81,5460,130.00,2.44,5330,5480,684,7.98,5,995000,5480,5500,5000,1
سكرد,سيمان كردستان,97,1477158,12555843000,8260,8500,8500,240.00,2.91,8450,190.00,2.30,8500,8500,1282,6.59,36,479860,8500,0,0,0
ضكاريس1005,اختيارخ كاريس-32000-14041015,0,0,0,7971,0,7744,-227.00,-2.85,7971,0,0,0,0,,,1,100,1,0,0,0
طستر1225,اختيارف خگستر-2800-1404/12/06,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضفلا1223,اختيارخ فولاد-3750-1404/12/13,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,22,66,0,0,0
نبابك,نساجي بابكان,2071,1977914,26726575330,13550,13610,13590,40.00,0.30,13510,-40.00,-0.30,13280,13730,593,22.78,1,5702,13590,13600,1126,14
ضذوب0127,اختيارخ ذوب-380-1405/01/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,91,19,0,0,0
طتيام1221,اختيارف تيام-19000-14041224,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,33,33,0,0,0
طسپا1037,اختيارف خساپا-380-1404/10/24,0,0,0,5,0,5,0,0,5,0,0,0,0,,,1,100,1,10,1010,2
طهرم1253,اختيارف اهرم-26000-1404/12/26,0,0,0,1333,0,1333,0,0,1333,0,0,0,0,,,1,10,21,3000,3,1
صنوآور12,صكوك مرابحه دعبيد12-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,9000,1000000,0,0,0
طران1011,اختيارف خودران-16000-04/10/24,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طستا1043,اختيارف شستا-560-1404/10/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,500,1
ضفرابورس1100,اختيارخ فرابورس-2800-14041105,4,5,6728000,1265,1499,1300,35.00,2.77,1346,81.00,6.40,1210,1499,,,2,25,1210,1610,51,1
صفار606,صكوك مرابحه سفار606-3ماهه23%,0,0,0,839500,0,839500,0,0,839500,0,0,0,0,,,1,3750,839500,0,0,0
ضملت1210,اختيارخ وبملت-1800-1404/12/19,0,0,0,11,0,11,0,0,11,0,0,0,0,,,1,100,1,95,111,1
صفارس084,صكوك اجاره فارس084-بدون ضامن,0,0,0,821000,0,821000,0,0,821000,0,0,0,0,,,1,15000,820000,828000,15000,1
ضستا1044,اختيارخ شستا-610-1404/10/10,2,212,187620000,851,870,900,49.00,5.76,885,34.00,4.00,870,900,,,1,10,776,0,0,0
طفرابورس1108,اختيارف فرابورس-4400-14041105,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
مشهد412,مشاركت ش مشهد412-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,10625,985000,0,0,0
شتولي,تولي‌پرس‌,2,9833,111801210,11480,11370,11370,-110.00,-0.96,11370,-110.00,-0.96,11370,11370,-705,-16.13,0,0,0,11370,40273,6
سبجنو,سيمان‌ بجنورد,450,1061092,37717488770,34960,35950,35740,780.00,2.23,35550,590.00,1.69,35240,36000,4267,8.33,1,8490,35350,35730,1500,1
ثامان,سامان‌ گستراصفهان‌,53,42109,2779194000,68040,66000,66000,"-2,040.00",-3.00,67650,-390.00,-0.57,66000,66000,1199,56.42,0,0,0,66000,9507084,401
صفولا065,صكوك اجاره فولاد065-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7500,955000,0,0,0
ضتوان1021,اختيارخ توان-28000-14041021,70,7016,15481567000,1500,1471,2200,700.00,46.67,2207,707.00,47.13,1471,2408,,,1,3,2106,2200,125,1
ضتاص0103,اختيارخ تاصيكو-7500-05/01/11,0,0,0,5423,0,5449,26.00,0.48,5423,0,0,0,0,,,1,5,101,5544,100,1
آساس,صندوق س.آسمان آرماني سهام-س,182,394917,24129539854,60441,60300,61104,663.00,1.10,61100,659.00,1.09,60300,61670,,,3,80705,61103,61640,23811,1
فباهنر,مس‌ شهيدباهنر,3839,43590233,3.22101E+11,7460,7500,7400,-60.00,-0.80,7390,-70.00,-0.94,7240,7500,951,7.77,3,212000,7400,7420,6494,2
اعتماد,صندوق س.اعتماد آفرين پارسيان-د,2510,55707046,6.07995E+12,109009,109141,109141,132.00,0.12,109141,132.00,0.12,109141,109143,,,3,72530517,109141,109143,11974219,1
ضذوب1015,اختيارخ ذوب-320-1404/10/17,38,12716,1212258000,89,80,95,6.00,6.74,95,6.00,6.74,80,98,,,1,100,92,97,3005,4
طملت1207,اختيارف وبملت-1500-1404/12/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,33,33,0,0,0
طهرم1016,اختيارف اهرم-12000-1404/10/24,0,0,0,39,0,39,0,0,39,0,0,0,0,,,1,100,1,40,17,1
ضموج1028,اختيارخ موج-17000-14041021,0,0,0,11528,0,11528,0,0,11528,0,0,0,0,,,1,5,200,0,0,0
اخزا105,اسنادخزانه-م5بودجه01-041015,16,4820,4713080830,977820,977900,977510,-310.00,-0.03,977820,0,0,977500,977900,,,1,10000,977200,977900,3398,1
زنگان,صنعت روي زنگان,117,5431215,25733083146,4600,4737,4738,138.00,3.00,4738,138.00,3.00,4737,4738,170,27.87,6,107256,4738,4807,2000,1
طفزر1013,اختيارف فزر-100000-14041007,65,181,1085594000,3682,5500,4300,618.00,16.78,5998,"2,316.00",62.90,4224,6333,,,1,1,4224,15100,5,1
وامير,گروه صنعتي و معدني امير,30,1346367,5493177360,3962,4080,4080,118.00,2.98,4080,118.00,2.98,4080,4080,512,7.97,124,38934074,4080,0,0,0
وپايا,سرمايه گذاري پايا تدبيرپارسا,4134,24020473,25948198303,1082,1089,1083,1.00,0.09,1080,-2.00,-0.18,1073,1093,228,4.74,1,3403,1081,1085,11878,14
طملت9033,اختيارف وبملت-1400-1404/09/19,2,10,315000,93,30,33,-60.00,-64.52,31,-62.00,-66.67,30,33,,,1,495,32,85,1000,1
تاتمسح,ح.كارخانجات صنعتي وتوليداتمسفر,51,840101,6002394070,7360,7570,7140,-220.00,-2.99,7140,-220.00,-2.99,7140,7570,,,0,0,0,0,0,0
پادا,صندوق س.پاداش سرمايه پارس-س,5,2395,558199000,231403,233020,232861,"1,458.00",0.63,233068,"1,665.00",0.72,232861,235660,,,1,3233,232861,235660,2273,1
طفزر1220,اختيارف فزر-95000-14041210,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
افق معادن07,مرابحه افق توسعه معادن070817,0,0,0,1001140,0,1000000,"-1,140.00",-0.11,1001140,0,0,0,0,,,1,5000,995000,1004950,10000,1
پالايش,صندوق پالايشي يكم-سهام,12885,15483289,4.23538E+12,273590,270100,273330,-260.00,-0.10,273540,-50.00,-0.02,267290,277590,,,1,4250,273330,273500,16590,4
ضخود2062,اختيارخ خودرو-340-1405/02/02,3,40,11840000,272,312,280,8.00,2.94,296,24.00,8.82,280,312,,,1,20,280,334,350,1
ضران9015,اختيارخ خودران-7000-04/09/26,0,0,0,3814,0,3814,0,0,3814,0,0,0,0,,,1,2,2466,4789,1,1
طوتعاون1101,اختيارف وتعاون-1400-14041126,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
سيمرغ4,سيمرغ,4,49491,97051851,1973,1961,1961,-12.00,-0.61,1961,-12.00,-0.61,1961,1961,246,7.97,0,0,0,0,0,0
اخشان,اخشان خراسان,2377,2260147,22538988520,9840,9750,10000,160.00,1.63,9970,130.00,1.32,9730,10100,1036,9.62,1,19306,9920,10030,63795,18
ضملت9024,اختيارخ وبملت-650-1404/09/19,5,120,82000000,654,700,680,26.00,3.98,683,29.00,4.43,680,700,,,0,0,0,710,50,1
طفزر1008,اختيارف فزر-75000-14041007,6,603,6130000,10,10,40,30.00,300.00,10,0,0,10,50,,,1,100,11,40,287,1
طذوب1143,اختيارف ذوب-340-1404/11/21,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
مصفها412,مشاركت ش اصفهان412-3ماهه18%,0,0,0,986810,0,986810,0,0,986810,0,0,0,0,,,1,4000,986810,0,0,0
فجهان063,مرابحه جهان فولاد-ويستا060501,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,950000,0,0,0
گلديس,صندوق س.پشتوانه طلا گلديس نوين,928,8554232,2.09548E+11,24611,24010,24717,106.00,0.43,24496,-115.00,-0.47,24004,24720,,,1,100,24686,24699,50000,1
پرنيا06,مرابحه بافندگي پرنيا060718,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
شبصير,توليدات پتروشيمي قائد بصير,658,6974235,1.01736E+11,14430,14860,14400,-30.00,-0.21,14590,160.00,1.11,14400,14860,2341,6.23,1,600,14400,14500,199649,2
همراه,شركت ارتباطات سيار ايران,487,11334891,56138392699,4918,4820,4929,11.00,0.22,4933,15.00,0.31,4815,5026,809,6.1,1,7501,4929,4930,1884,1
علاله2,سلف پلي اتيلن سبك فيلم,0,0,0,5200000,0,5200000,0,0,5200000,0,0,0,0,,,1,13413,5200000,5250000,12598,1
طتاص0101,اختيارف تاصيكو-6500-05/01/11,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضجهش1018,اختيارخ جهش-6500-1404/10/10,0,0,0,7072,0,7072,0,0,7072,0,0,0,0,,,1,100,1,0,0,0
رافزا,رايان هم افزا,665,2341384,18811362510,8040,8250,8000,-40.00,-0.50,8030,-10.00,-0.12,7820,8280,1162,6.91,5,656589,8000,8080,76,5
ديران,ايران‌دارو,402,9311844,40014883546,4184,4202,4309,125.00,2.99,4297,113.00,2.70,4103,4309,81,53.05,2,443930,4309,4541,2222,1
پترول,گ.س.وت.ص.پتروشيمي خليج فارس,2445,121564677,2.18695E+11,1756,1789,1806,50.00,2.85,1799,43.00,2.45,1751,1808,224,8.03,1,400000,1808,1808,6097111,95
ضاطلس100002,اختيارخ اطلس-55000-14041021,0,0,0,21000,0,21000,0,0,21000,0,0,0,0,,,1,5,2000,0,0,0
شكام,صنايع شيميايي كيمياگران امروز,903,44137395,1.68657E+11,3715,3820,3826,111.00,2.99,3821,106.00,2.85,3761,3826,721,5.3,2,35646,3824,0,0,0
ضخود2072,اختيارخ خودرو-750-1405/02/02,0,0,0,70,0,70,0,0,70,0,0,0,0,,,1,1000,30,70,20,1
ضاساس1020,اختيارخ آساس-55000-14041029,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضطعام1010,اختيارخ طعام-15000-14041015,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضشنا1079,اختيارخ شپنا-2200-1404/10/17,6,25,83573000,3482,3321,3584,102.00,2.93,3343,-139.00,-3.99,3321,3584,,,1,2,3320,4500,10,1
وبهمن2,سرمايه‌گذاري‌بهمن‌,1,26000000,49972000000,1898,1922,1922,24.00,1.26,1922,24.00,1.26,1922,1922,527,3.65,0,0,0,0,0,0
طكاريس1008,اختيارف كاريس-38000-14041015,0,0,0,228,0,279,51.00,22.37,228,0,0,0,0,,,1,100,1,0,0,0
دبالك08,مرابحه دارويي البرزبالك080217,0,0,0,953920,0,953920,0,0,953920,0,0,0,0,,,1,5000,953920,0,0,0
طتاص0105,اختيارف تاصيكو-9000-05/01/11,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضتوان902,اختيارخ توان-11000-14040923,5,1529,262999750,13509,17200,17192,"3,683.00",27.26,17201,"3,692.00",27.33,17192,17205,,,1,11111,1,17192,1405,2
كارام,صنايع سرام آرا,69,10132629,21673693431,2077,2139,2139,62.00,2.99,2139,62.00,2.99,2139,2139,47,45.51,105,25401059,2139,0,0,0
ضخود0154,اختيارخ خودرو-800-1405/01/11,0,0,0,43,0,44,1.00,2.33,43,0,0,0,0,,,1,111,11,38,1000,1
ضپادا1022,اختيارخ پادا-230000-14041007,0,0,0,1,0,1,0,0,1,0,0,0,0,,,3,3000,1,0,0,0
فكمند,گسترش قطعه سازي كمند,220,2079445,30956355820,14470,14800,14900,430.00,2.97,14890,420.00,2.90,14600,14900,-641,-23.23,17,243791,14900,16220,3,1
طفصبا1136,اختيارف فصبا-2600-14041105,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
متال,صندوق س صنايع دايا1-بخشي,659,1450425,24373888910,16700,16700,16750,50.00,0.30,16800,100.00,0.60,16450,16850,,,1,68290,16750,16820,10,1
سلام,صندوق س سلام فارابي-سهام,89,4256854,1.04216E+11,24360,24390,24790,430.00,1.77,24480,120.00,0.49,24370,24960,,,1,500,24650,24870,100000,1
طتاص0107,اختيارف تاصيكو-11000-05/01/11,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضملي1406,اختيارخ فملي-6500-1404/11/01,5,15,64830000,4321,4250,4466,145.00,3.36,4322,1.00,0.02,4250,4466,,,1,1,4000,0,0,0
ضستا1049,اختيارخ شستا-1110-1404/10/10,36,7108,2921211000,377,370,414,37.00,9.81,411,34.00,9.02,370,430,,,1,10,415,430,405,1
امين شهر,ص.س. املاك و مستغلات امين شهر,673,57243837,9.27651E+11,16212,16265,16204,-8.00,-0.05,16205,-7.00,-0.04,16155,16270,,,2,1192774,16204,16213,800000,1
سغدير2,توسعه سرمايه و صنعت غدير,1,6500000,99190000000,15270,15260,15260,-10.00,-0.07,15260,-10.00,-0.07,15260,15260,1698,8.99,0,0,0,0,0,0
پولاد,صندوق س.بخشي صنايع آبان2-ب,42,197298,2818581115,14139,14090,14421,282.00,1.99,14286,147.00,1.04,14090,14480,,,1,2000,14210,14563,9078,5
ضسپا0118,اختيارخ خساپا-500-1405/01/26,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,5,14,0,0,0
طفلا1225,اختيارف فولاد-4500-1404/12/13,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,12,11,0,0,0
تابان09,اجاره تابان فردا نوين14050803,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,20000,1000000,0,0,0
سهامدار,صندوق س. بازده سهام-س,2,480,5940800,12050,12410,12090,40.00,0.33,12377,327.00,2.71,12090,12410,,,1,18950,12090,12410,833,1
زقيام,كشت و دام قيام اصفهان,501,31217400,1.54547E+11,4810,4954,4950,140.00,2.91,4951,141.00,2.93,4860,4954,692,7.15,2,55628,4926,4950,52875,2
ضجار1234,اختيارخ وتجارت-500-1404/12/19,89,27071,2688544000,77,98,97,20.00,25.97,99,22.00,28.57,85,106,,,5,5000,96,101,674,1
طذوب1140,اختيارف ذوب-280-1404/11/21,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طاطلس100005,اختيارف اطلس-70000-14041021,1,15,1290000,143,86,86,-57.00,-39.86,86,-57.00,-39.86,86,86,,,1,100,86,0,0,0
طملي0131,اختيارف فملي-12000-1405/01/11,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,50,1350,0,0,0
كمند2,صندوق س. با درآمد ثابت كمند,1,3800000,3800000,10025,1,1,"-10,024.00",-99.99,1,"-10,024.00",-99.99,1,1,,,0,0,0,0,0,0
اعتماد4,صندوق س.اعتماد آفرين پارسيان-د,1,13742870,1.49991E+12,109009,109141,109141,132.00,0.12,109141,132.00,0.12,109141,109141,,,0,0,0,0,0,0
قشير,قند شيروان قوچان و بجنورد,448,4934813,49275882540,9840,9890,10130,290.00,2.95,9990,150.00,1.52,9650,10130,736,13.57,1,8105,10090,10130,45343,1
طفلا0125,اختيارف فولاد-2200-1405/01/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
غبهار,كشت وصنعت بهاران گلبهار خراسان,188,5375743,27960596570,5143,5288,5110,-33.00,-0.64,5201,58.00,1.13,5110,5297,960,5.42,1,10750,5119,5220,10800,1
